qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0827784538269043,0.14512085914611816,0.13763070106506348,0.15358901023864746,0.1436164379119873,0.1655566692352295,0.06684660911560059
0.08377575874328613,0.13361787796020508,0.14713621139526367,0.13763880729675293,0.1436166763305664,0.16801667213439941,0.06533384323120117
0.08192801475524902,0.1466073989868164,0.1466076374053955,0.14261841773986816,0.14261841773986816,0.16954684257507324,0.06582474708557129
0.08477282524108887,0.13768911361694336,0.1376023292541504,0.14514970779418945,0.1425950527191162,0.16706347465515137,0.06582379341125488
0.08577084541320801,0.1436161994934082,0.13765621185302734,0.14261889457702637,0.14458799362182617,0.1655573844909668,0.06582403182983398
0.08178305625915527,0.13862943649291992,0.14339900016784668,0.14013266563415527,0.14016056060791016,0.16553044319152832,0.06283187866210938
0.08078455924987793,0.13663434982299805,0.14162111282348633,0.13962626457214355,0.14212656021118164,0.17256712913513184,0.06183266639709473
0.0831296443939209,0.1466066837310791,0.15411972999572754,0.14760565757751465,0.13663387298583984,0.17253804206848145,0.06682205200195312
0.0827779769897461,0.13862943649291992,0.14162135124206543,0.13863110542297363,0.1416792869567871,0.16409540176391602,0.06382918357849121
0.08277678489685059,0.14165139198303223,0.15557861328125,0.15156912803649902,0.14262056350708008,0.16568732261657715,0.06382942199707031
0.08228635787963867,0.13466644287109375,0.14162492752075195,0.14902138710021973,0.14350390434265137,0.16254425048828125,0.06382942199707031
0.08377552032470703,0.14162182807922363,0.13463878631591797,0.1406242847442627,0.1461930274963379,0.15813636779785156,0.06380462646484375
0.08776736259460449,0.14860296249389648,0.139418363571167,0.14561057090759277,0.1406242847442627,0.17054390907287598,0.06285691261291504
0.08776497840881348,0.14461469650268555,0.14059877395629883,0.1515963077545166,0.14763951301574707,0.16082429885864258,0.06607604026794434
0.08574438095092773,0.1501479148864746,0.13614439964294434,0.14315009117126465,0.14563560485839844,0.15954875946044922,0.06682109832763672
0.08876276016235352,0.14860248565673828,0.1386573314666748,0.13711071014404297,0.14021635055541992,0.16054606437683105,0.06285738945007324
0.08797836303710938,0.13987469673156738,0.1370835304260254,0.13663411140441895,0.14561057090759277,0.15959644317626953,0.0677952766418457
0.08178114891052246,0.14461326599121094,0.1356372833251953,0.15561270713806152,0.14358735084533691,0.160078763961792,0.06431031227111816
0.08577084541320801,0.14261913299560547,0.1336498260498047,0.14163994789123535,0.14658117294311523,0.16059517860412598,0.0658266544342041
0.08177495002746582,0.14863944053649902,0.14261746406555176,0.13906478881835938,0.14023041725158691,0.15708518028259277,0.068817138671875
